Case,C (GPa),dP/dh (N/m),Wp/Wt,hm (um),Pm (N),E* (GPa),sy (GPa)
0,147.39264915971637,195791.66097478033,0.7207618242243905,0.24710613823700003,0.009000007927,109.63,1.102
1,141.8998179673623,196543.4840706534,0.7290324241597427,0.2518435263511289,0.009000018909,109.63,1.102
2,141.30493605867775,200371.9326438113,0.7164491623600561,0.2523737404795547,0.00900006533,109.63,1.102
3,126.95937717422068,196805.46919548296,0.7152271558245621,0.2662497724684062,0.009000015841,109.63,1.102
4,134.3143112173163,198688.79107823654,0.726966827593034,0.258857419865043,0.009000021055,109.63,1.102
5,130.37924578340926,201951.94631527513,0.733445312726867,0.2627343266208273,0.008999991511,109.63,1.102
6,155.65115508121968,199372.25850014616,0.704424844562558,0.24046113870062868,0.008999992481999999,109.63,1.102
7,134.693828612175,204519.61131929897,0.7522964338981948,0.2584925486935999,0.009000025812,109.63,1.102
8,119.15883803037346,198639.69743619498,0.7333287376536074,0.27482644077689117,0.009000016102,109.63,1.102
9,146.6024039303671,198904.44506964207,0.7221083136291799,0.24777103892951668,0.008999993080000001,109.63,1.102
10,139.084795901974,196511.55587981656,0.7241776997630719,0.25437956690297986,0.009000033058999999,109.63,1.102
11,137.14568700823492,196377.92767472507,0.716757494835924,0.25617170227491165,0.009000040478999998,109.63,1.102
12,152.55654633583094,200234.9045704515,0.7238077595481776,0.24288839588884023,0.009000038799,109.63,1.102
13,147.53841618507914,198501.08451089464,0.710202415809079,0.24698449270261763,0.009000041035,109.63,1.102
14,139.37349078530198,202206.27950141756,0.7194858162299701,0.2541156069264188,0.009000007165,109.63,1.102
15,142.85783432061157,199534.2439371652,0.713624237805306,0.2509976151471658,0.009000015391999999,109.63,1.102
16,143.7713953836018,197714.40518314159,0.7045374673527293,0.2501992082788302,0.009000038142999999,109.63,1.102
17,144.60236085884367,197844.32299674698,0.7136950076020192,0.24947898894417364,0.009000017092,109.63,1.102
18,154.04298766745373,203522.4591610373,0.72680049116478,0.2417138430167718,0.009000051193,109.63,1.102
19,142.75657634537163,199249.91678257874,0.7253127205281746,0.25108632087371474,0.008999994212,109.63,1.102
20,146.19379630699996,197616.4131245098,0.7140435071623312,0.2481174624116448,0.009000022714000001,109.63,1.102
21,143.78892380668952,196471.154250533,0.7223646156184466,0.25018383857604726,0.009000029573,109.63,1.102
22,141.5890045639352,201043.04666601762,0.7175562862437671,0.25211988345505365,0.009000025166999999,109.63,1.102
23,140.35375829147915,197164.6767613788,0.7072568799986818,0.2532270933116458,0.009000038893,109.63,1.102
24,153.32757352242004,199771.49737230365,0.7274368699394581,0.242276457051685,0.009000003763000001,109.63,1.102
